manufacturer;model_name;detail_name;hsn;tsn;displacement;power;year_from;year_to;engine_type;target_bucket
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;BJO;1968;130;2012;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI);0603;ATM;1968;81;2010;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI);0603;ANP;1968;103;2008;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;ANL;1968;125;2008;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;ANK;1968;125;2008;2015;Diesel;2
VW;Tiguan;5N (TIGUAN 2.0 TDI 4MOTION);0603;ANJ;1968;120;2008;2015;Diesel;2
Audi;A8;4H (A8 4.2 TDI QUATTRO);0588;AYY;4134;283;2013;2018;Diesel;1
Audi;A4;B8 (A4 3.0 TDI);0588;AUC;2967;150;2011;2015;Diesel;1
Audi;A6;4G (A6 3.0 TDI QUATTRO);0588;ARC;2967;150;2010;2018;Diesel;1
Audi;A5;B8 (A5 3.0 TDI);0588;ASA;2967;150;2011;2017;Diesel;1
Audi;Q5;8R (Q5 3.0 TDI QUATTRO);0588;AVV;2967;180;2012;2016;Diesel;1
Audi;A5;B8 (A5 CABRIO 3.0 TDI);0588;ASJ;2967;150;2011;2017;Diesel;1
Porsche;Cayenne;92A (CAYENNE 3.0 TDI);0583;AER;2967;180;2011;2018;Diesel;1
Audi;A7;4G (A7 SPORTBACK 3.0 TDI QUATTRO);0588;BGH;2967;140;2015;2018;Diesel;1
Audi;A7;4G (A7 SPORTBACK 3.0 TDI);0588;BEX;2967;140;2015;2018;Diesel;1
Audi;A5;B8 (A5 COUPE 3.0 TDI QUATTRO);0588;BKZ;2967;200;2017;2019;Diesel;1
Audi;A5;B8 (A5 SPORTBACK 3.0 TDI QUATTRO);0588;BLC;2967;200;2017;2019;Diesel;1
Audi;A4;B8 (A4 3.0 TDI QUATTRO);0588;BFQ;2967;200;2015;2019;Diesel;1
Audi;Q7;4L (Q7 3.0 TDI QUATTRO);0588;BGG;2967;155;2015;2019;Diesel;1
Audi;Q7;4L (Q7 3.0 TDI QUATTRO);0588;BGF;2967;155;2015;2019;Diesel;1
Audi;Q7;4L (Q7 3.0 TDI);0588;BFA;2967;160;2015;2019;Diesel;1
Audi;Q7;4L (Q7 3.0 TDI);0588;BEZ;2967;160;2015;2019;Diesel;1
VW;Amarok;2H (AMAROK 3.0 TDI ALLRAD);0603;988;2967;165;2017;2019;Diesel;1
VW;Amarok;2H (AMAROK 3.0 TDI ALLRAD);0603;987;2967;150;2017;2019;Diesel;1
Porsche;Cayenne;92A (CAYENNE 3.0 TDI);0583;ADI;2967;176;2010;2018;Diesel;1
Porsche;Cayenne;92A (CAYENNE 3.0 TDI);0583;ADH;2967;176;2010;2018;Diesel;1
Porsche;Macan;95B (MACAN S DIESEL 3.0);0583;AKZ;2967;221;2018;2019;Diesel;1
VW;Phaeton;3D (PHAETON 3.0 V6 TDI 4-MOTION);0603;BMD;2967;180;2013;2016;Diesel;1
VW;Touareg;7P (TOUAREG 3.0 TDI);0603;BGB;2967;180;2011;2018;Diesel;1
VW;Touareg;7P (TOUAREG 3.0 TDI);0603;BEC;2967;180;2011;2018;Diesel;1
Audi;Q7;4L (Q7 3.0 TDI);0588;BDQ;2967;200;2015;2019;Diesel;1
Audi;Q7;4L (Q7 3.0 TDI);0588;BDM;2967;200;2015;2019;Diesel;1
Audi;A4;B8 (A4 ALLROAD 3.0 TDI QUATTRO);0588;BHC;2967;200;2015;2019;Diesel;1
Audi;A4;B8 (A4 AVANT 3.0 TDI QUATTRO);0588;BFZ;2967;200;2015;2019;Diesel;1
Audi;A5;B8 (A5 SPORTBACK 3.0 TDI);0588;ASF;2967;150;2011;2017;Diesel;1
Audi;A6;4G (A6 AVANT / ALLROAD 3.0 TDI QUATTRO);0588;ARO;2967;150;2011;2018;Diesel;1
Audi;Q7;4L (Q7 3.0 TDI);0588;APF;2967;150;2010;2015;Diesel;1
Audi;A7;4G (A7 SPORTBACK 3.0 TDI);0588;AQT;2967;150;2010;2018;Diesel;1
Audi;A7;4G (A7 SPORTBACK 3.0 TDI QUATTRO);0588;ARS;2967;150;2011;2018;Diesel;1
Audi;A4;B8 (A4 AVANT 3.0 TDI);0588;AUD;2967;150;2011;2015;Diesel;1
Audi;A6;4G (A6 AVANT 3.0 TDI);0588;AQS;2967;150;2011;2018;Diesel;1
Audi;A6;4G (A6 3.0 TDI);0588;ARB;2967;150;2010;2018;Diesel;1
Porsche;Cayenne;92A (CAYENNE 3.0 TDI);0583;AEQ;2967;180;2011;2018;Diesel;1
Porsche;Panamera;971 (PANAMERA 4 3.0 D);0583;AKU;2967;221;2018;2019;Diesel;1
Porsche;Macan;95B (MACAN S DIESEL 3.0);0583;AHI;2967;155;2014;2019;Diesel;1
Porsche;Macan;95B (MACAN S DIESEL 3.0);0583;AHH;2967;155;2014;2019;Diesel;1
Porsche;Panamera;970 (PANAMERA 3.0 TDI);0583;AGW;2967;221;2013;2016;Diesel;1
Porsche;Panamera;970 (PANAMERA 3.0 TDI);0583;AEW;2967;155;2011;2016;Diesel;1
Porsche;Panamera;970 (PANAMERA 3.0 TDI);0583;AEV;2967;184;2011;2016;Diesel;1
Audi;A6;4G (A6 3.0 TDI QUATTRO);0588;ATH;2967;230;2011;2018;Diesel;1
Audi;A6;4G (A6 AVANT / ALLROAD 3.0 TDI QUATTRO);0588;ATI;2967;230;2011;2018;Diesel;1
Porsche;Macan;95B (MACAN S DIESEL 3.0);0583;AHJ;2967;184;2014;2019;Diesel;1
Porsche;Macan;95B (MACAN S DIESEL 3.0);0583;AGZ;2967;190;2014;2019;Diesel;1
Porsche;Macan;95B (MACAN S DIESEL 3.0);0583;AGY;2967;190;2014;2019;Diesel;1
Audi;Q3;8U (Q3 2.0 TDI);0588;BEK;1968;135;2015;2019;Diesel;2
Audi;A8;4H (A8 4.2 TDI QUATTRO);0588;ALQ;4134;258;2009;2018;Diesel;1
Mercedes-Benz;C-Klasse;204 K (C 200 CDI T-MODELL);1313;EGZ;1598;100;2014;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 K (C 200 CDI T-MODELL);1313;EIF;1598;100;2014;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 K (C 180 CDI T-MODELL);1313;EGX;1598;85;2014;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 K (C 180 CDI T-MODELL);1313;EIG;1598;85;2014;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 (C 200 D);1313;ERJ;1598;100;2015;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 (C 200 CDI);1313;EGR;1598;100;2014;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 (C 180 D);1313;ERK;1598;85;2015;2019;Diesel;2
Mercedes-Benz;C-Klasse;204 (C 180 CDI);1313;EGQ;1598;85;2014;2019;Diesel;2
Mercedes-Benz;CLS;218 (CLS 350 D SHOOTING BRAKE 4MATIC);1313;ERL;2987;190;2015;2018;Diesel;2
Mercedes-Benz;CLS;218 (CLS 350 D 4MATIC);1313;ERM;2987;190;2015;2018;Diesel;2
Mercedes-Benz;CLS;218 (CLS 350 CDI);1313;EHX;2987;190;2014;2018;Diesel;2
Mercedes-Benz;CLS;218 (CLS 350 CDI SHOOTING BREAK);1313;EGL;2987;190;2014;2018;Diesel;2
Mercedes-Benz;CLS;218 (CLS 350 CDI SHOOTING BRAKE 4MATIC);1313;EGK;2987;185;2014;2018;Diesel;2
Mercedes-Benz;E-Klasse;R1ES (E 350 D T-MODELL);1313;GHK;2987;190;2016;2019;Diesel;2
Mercedes-Benz;E-Klasse;R1ES (E 350 D T-MODELL 4MATIC / ALL TERRAIN);1313;HBA;2987;190;2016;2019;Diesel;2
Mercedes-Benz;E-Klasse;212 P (E 350 CDI);1313;DEW;2987;185;2013;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 P (E 350 CDI);1313;EIR;2987;190;2014;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 K (E 350 CDI T-MODELL);1313;DEY;2987;185;2013;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 K (E 350 CDI T-MODELL);1313;EJE;2987;190;2014;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 K (E 350 CDI T-MODELL);1313;EJC;2987;190;2014;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 K (E 350 CDI T-MODELL 4MATIC);1313;DEZ;2987;185;2013;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 K (E 350 CDI T-MODELL 4MATIC);1313;EJD;2987;190;2014;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 K (E 350 CDI T-MODELL 4MATIC);1313;EJF;2987;190;2014;2015;Diesel;2
Mercedes-Benz;E-Klasse;212 (E 350 D 4MATIC);1313;HBB;2987;190;2016;2019;Diesel;2
Mercedes-Benz;E-Klasse;212 (E 350 CDI);1313;EIX;2987;190;2014;2017;Diesel;2
Mercedes-Benz;E-Klasse;212 (E 350 CDI 4MATIC);1313;EIY;2987;190;2014;2017;Diesel;2
Mercedes-Benz;E-Klasse;207 (E 350 D COUPE);1313;EIN;2987;190;2014;2017;Diesel;2
Mercedes-Benz;E-Klasse;207 (E 350 CDI CABRIO);1313;EIQ;2987;190;2014;2017;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 250 D COUPE 4MATIC);1313;GHB;2143;150;2016;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 250 D 4MATIC);1313;EWP;2143;150;2015;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 220 D);1313;GZJ;2143;120;2016;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 220 D);1313;GHG;2143;125;2016;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 220 D COUPE 4MATIC);1313;GGZ;2143;125;2016;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 220 D 4MATIC);1313;EWQ;2143;120;2015;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 220 D 4MATIC);1313;GOQ;2143;120;2016;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 220 D 4MATIC);1313;EWT;2143;125;2015;2019;Diesel;2
Mercedes-Benz;GLC;204 X (GLC 220 D 4MATIC);1313;EWR;2143;125;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE 350 D 4MATIC);1313;ETL;2987;190;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE 350 D 4MATIC);1313;ETM;2987;190;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE 250 D);1313;ERX;2143;150;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE 250 D 4MATIC);1313;ERY;2143;150;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE 250 D 4MATIC);1313;ETH;2143;150;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE 250 D 4MATIC);1313;ETI;2143;150;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE 250 D 4MATIC);1313;ESV;2143;150;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE / GLE COUPE 350 D 4MATIC);1313;ETD;2987;190;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE / GLE COUPE 350 D 4MATIC);1313;EQV;2987;190;2015;2019;Diesel;2
Mercedes-Benz;GLE;166 (GLE / GLE COUPE 350 D 4MATIC);1313;EQU;2987;190;2015;2019;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 250 D 4MATIC);1313;EWG;2143;150;2015;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 250 D 4MATIC);1313;EWM;2143;150;2015;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 D 4MATIC);1313;EWN;2143;120;2015;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 D 4MATIC);1313;EWH;2143;120;2015;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 D 4MATIC);1313;EWO;2143;125;2015;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 D 4MATIC);1313;EWI;2143;125;2015;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 CDI);1313;BLB;2143;120;2009;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 CDI);1313;BLA;2143;125;2009;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 CDI 4MATIC);1313;BHE;2143;120;2009;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 CDI 4MATIC);1313;BLD;2143;120;2009;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 220 CDI 4MATIC);1313;BLC;2143;125;2009;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 200 CDI);1313;BVQ;2143;100;2011;2015;Diesel;2
Mercedes-Benz;GLK;204 X (GLK 200 CDI);1313;BPH;2143;105;2010;2015;Diesel;2
Mercedes-Benz;GLS;166 (GLS 350 D 4MATIC);1313;EWV;2987;190;2015;2019;Diesel;2
Mercedes-Benz;GLS;166 (GLS 350 D 4MATIC);1313;FDZ;2987;190;2015;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 350 CDI);1313;BXV;2987;190;2011;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 350 CDI);1313;DFS;2987;190;2013;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 350 CDI);1313;CSA;2987;190;2012;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 350 CDI);1313;CBH;2987;190;2011;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 350 CDI);1313;CRU;2987;190;2012;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;CRP;2143;150;2012;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;CRO;2143;150;2012;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;BXW;2143;150;2011;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;CBF;2143;150;2011;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;CRX;2143;150;2012;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;BXX;2143;150;2011;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;CBG;2143;150;2011;2019;Diesel;2
Mercedes-Benz;ML;166 (ML 250 CDI);1313;CRW;2143;150;2012;2019;Diesel;2
Mercedes-Benz;S-Klasse;221 (S 350 D);1313;ERP;2987;190;2015;2019;Diesel;2
Mercedes-Benz;S-Klasse;221 (S 350 D 4MATIC);1313;ERQ;2987;190;2015;2019;Diesel;2
Mercedes-Benz;S-Klasse;221 (S 350 CDI);1313;DJH;2987;190;2013;2013;Diesel;2
Mercedes-Benz;S-Klasse;221 (S 350 CDI 4MATIC);1313;EGA;2987;190;2014;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 119 CDI);1313;HSD;2143;140;2018;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 119 CDI 4MATIC);1313;EDO;2143;140;2013;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 119 CDI 4MATIC);1313;HSC;2143;140;2018;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 116 CDI);1313;EDM;2143;120;2013;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 116 CDI);1313;HRZ;2143;120;2018;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 116 CDI 4MATIC);1313;HRY;2143;120;2018;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 114 CDI);1313;EDL;2143;100;2013;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 114 CDI);1313;HSB;2143;100;2018;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO TOURER 114 CDI 4MATIC);1313;HSA;2143;100;2018;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO 116 CDI);1313;EDG;2143;120;2013;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO 116 CDI 4MATIC);1313;ETX;2143;120;2015;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO 114 CDI);1313;EDF;2143;100;2013;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO 114 CDI 4MATIC);1313;ETY;2143;100;2015;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO 111 CDI MARCO POLO);1313;EKH;1598;84;2014;2019;Diesel;2
Mercedes-Benz;Vito/Viano;639/2 (VITO 109 CDI MARCO POLO);1313;EKG;1598;65;2014;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 250 CDI MARCO POLO);1313;EDR;2143;140;2014;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 250 CDI MARCO POLO);1313;EDV;2143;140;2014;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 250 CDI 4MATIC MARCO POLO);1313;EDW;2143;140;2014;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 250 CDI 4MATIC MARCO POLO);1313;EDS;2143;140;2014;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 220 CDI MARCO POLO);1313;EDU;2143;120;2014;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 220 CDI 4MATIC);1313;ETO;2143;120;2015;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 220 CDI 4MATIC);1313;ETN;2143;120;2015;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 220 CDI 4MATIC MARCO POLO);1313;ETR;2143;120;2015;2019;Diesel;2
Mercedes-Benz;V-Klasse;639/2 (V 220 CDI 4MATIC MARCO POLO);1313;HEW;2143;120;2018;2019;Diesel;2
Audi;A1;8X (A1 1.4 TDI);0588;BCZ;1422;66;2014;2019;Diesel;2
Audi;A1;8X (A1 SPORTBACK 1.4 TDI);0588;BDF;1422;66;2014;2019;Diesel;2
Audi;A1;8X (A1 1.6 TDI);0588;BDA;1598;85;2014;2019;Diesel;2
Audi;A1;8X (A1 SPORTBACK 1.6 TDI);0588;BDG;1598;85;2014;2019;Diesel;2
Audi;A3;8V (A3 1.6 TDI);0588;AVN;1598;77;2012;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 1.6 TDI);0588;AWP;1598;77;2012;2019;Diesel;2
Audi;A3;8V (A3 STH 1.6 TDI);0588;AXB;1598;77;2013;2019;Diesel;2
Audi;A3;8V (A3 1.6 TDI);0588;AYA;1598;81;2013;2019;Diesel;2
Audi;A3;8V (A3 CABRIO 1.6 TDI);0588;AZD;1598;81;2013;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 1.6 TDI QUATTRO);0588;BET;1598;81;2015;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 1.6 TDI);0588;AYB;1598;81;2013;2019;Diesel;2
Audi;A3;8V (A3 STH 1.6 TDI QUATTRO);0588;BER;1598;81;2015;2019;Diesel;2
Audi;A3;8V (A3 STH 1.6 TDI);0588;AZX;1598;81;2014;2019;Diesel;2
Audi;A3;8V (A3 1.6 TDI);0588;BLF;1598;85;2017;2019;Diesel;2
Audi;A3;8V (A3 CABRIO 1.6 TDI);0588;BLI;1598;85;2017;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 1.6 / 30 TDI);0588;BLH;1598;85;2017;2019;Diesel;2
Audi;A3;8V (A3 STH 1.6 / 30 TDI);0588;BLG;1598;85;2017;2019;Diesel;2
Audi;A3;8V (A3 2.0 TDI QUATTRO);0588;AVP;1968;110;2012;2019;Diesel;2
Audi;A3;8V (A3 2.0 TDI);0588;AVO;1968;110;2012;2019;Diesel;2
Audi;A3;8V (A3 CABRIO 2.0 TDI QUATTRO);0588;AZE;1968;110;2013;2019;Diesel;2
Audi;A3;8V (A3 CABRIO 2.0 TDI);0588;AYI;1968;110;2013;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 2.0 / 35 TDI);0588;AWJ;1968;110;2012;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 2.0 TDI QUATTRO);0588;AWQ;1968;110;2012;2019;Diesel;2
Audi;A3;8V (A3 STH 2.0 / 35 TDI);0588;AXC;1968;110;2013;2019;Diesel;2
Audi;A3;8V (A3 STH 2.0 TDI QUATTRO);0588;AXD;1968;110;2013;2019;Diesel;2
Audi;A3;8V (A3 2.0 TDI QUATTRO);0588;AVR;1968;135;2012;2019;Diesel;2
Audi;A3;8V (A3 2.0 TDI);0588;AVQ;1968;135;2012;2019;Diesel;2
Audi;A3;8V (A3 CABRIO 2.0 TDI QUATTRO);0588;BAQ;1968;135;2014;2019;Diesel;2
Audi;A3;8V (A3 CABRIO 2.0 TDI);0588;BAP;1968;135;2014;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 2.0 / 40 TDI QUATTRO);0588;AWS;1968;135;2012;2019;Diesel;2
Audi;A3;8V (A3 SPORTBACK 2.0 TDI);0588;AWR;1968;135;2012;2019;Diesel;2
Audi;A3;8V (A3 STH 2.0 / 40 TDI QUATTRO);0588;AZZ;1968;135;2014;2019;Diesel;2
Audi;A3;8V (A3 STH 2.0 TDI);0588;AZY;1968;135;2014;2019;Diesel;2
Audi;A4;B8 (A4 2.0 / 30 TDI);0588;BIF;1968;90;2016;2019;Diesel;2
Audi;A4;B8 (A4 AVANT 2.0 / 30 TDI);0588;BHO;1968;90;2016;2019;Diesel;2
Audi;A4;B8 (A4 2.0 / 35 TDI QUATTRO);0588;BIQ;1968;110;2016;2019;Diesel;2
Audi;A4;B8 (A4 2.0 / 35 TDI);0588;BFL;1968;110;2015;2019;Diesel;2
Audi;Q3;8U (Q3 2.0 TDI QUATTRO);0588;BCU;1968;135;2014;2019;Diesel;2
Audi;A4;B8 (A4 ALLROAD 2.0 / 35 TDI QUATTRO);0588;BLA;1968;110;2017;2019;Diesel;2
Audi;A4;B8 (A4 ALLROAD 2.0 TDI QUATTRO);0588;BJG;1968;110;2016;2019;Diesel;2
Audi;A4;B8 (A4 AVANT 2.0 / 35 TDI QUATTRO);0588;BIS;1968;110;2016;2019;Diesel;2
Audi;A4;B8 (A4 AVANT 2.0 / 35 TDI);0588;BFU;1968;110;2015;2019;Diesel;2
Audi;A4;B8 (A4 2.0 TDI QUATTRO);0588;AYM;1968;140;2013;2015;Diesel;2
Audi;A4;B8 (A4 2.0 TDI);0588;AYL;1968;140;2013;2015;Diesel;2
Audi;A4;B8 (A4 AVANT / ALLROAD 2.0 TDI QUATTRO);0588;AYK;1968;140;2013;2015;Diesel;2
Audi;A4;B8 (A4 AVANT 2.0 TDI);0588;AYJ;1968;140;2013;2015;Diesel;2
